percentTest,angles,n,normalize,smoothingWindowSize,rotate,datasetId,c,tolerance,sd,batches,Tr,Tr(sd),Te,Te(sd)
0.3,False,64,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,100.00,0.00,96.45,0.88
0.5,False,64,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,100.00,0.00,94.72,0.08
0.7,False,64,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,100.00,0.00,93.52,0.19
0.85,False,64,True,2,False,letters_numbers_numbers2,50,0.01,128,10000,99.69,0.10,86.27,0.67
0.1,False,64,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,96.30,0.86
0.3,False,64,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,96.14,0.45
0.5,False,64,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,94.91,0.14
0.7,False,64,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,93.32,0.27
0.85,False,64,True,2,False,letters_numbers_numbers2,100,0.01,128,10000,100.00,0.00,88.56,0.17
0.1,False,64,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,96.30,2.79
0.3,False,64,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,95.37,0.93
0.5,False,64,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,95.09,0.68
0.7,False,64,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,93.72,0.69
0.85,False,64,True,2,False,letters_numbers_numbers2,200,0.01,128,10000,100.00,0.00,88.29,1.71
0.1,False,64,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,70.88,1.00,64.35,0.21
0.3,False,64,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,54.03,0.95,45.06,0.17
0.5,False,64,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,29.63,1.50,22.87,0.42
0.7,False,64,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,8.49,2.60,2.65,0.07
0.85,False,64,True,2,False,letters_numbers_numbers2,10,0.01,256,10000,0.00,0.00,0.00,0.00
0.1,False,64,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,98.97,0.00,95.83,8.36
0.3,False,64,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,99.34,0.07,93.83,0.88
0.5,False,64,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,99.44,0.10,92.87,0.01
0.7,False,64,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,99.38,0.02,90.61,0.42
0.85,False,64,True,2,False,letters_numbers_numbers2,50,0.01,256,10000,87.96,3.43,64.76,1.51
0.1,False,64,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,99.95,0.00,97.69,1.50
0.3,False,64,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,100.00,0.00,95.83,0.29
0.5,False,64,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,100.00,0.00,94.72,0.49
0.7,False,64,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,99.85,0.02,92.13,0.79
0.85,False,64,True,2,False,letters_numbers_numbers2,100,0.01,256,10000,100.00,0.00,86.93,1.31
0.1,False,64,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,98.61,0.64
0.3,False,64,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,96.14,0.31
0.5,False,64,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,95.28,0.18
0.7,False,64,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,92.66,0.75
0.85,False,64,True,2,False,letters_numbers_numbers2,200,0.01,256,10000,100.00,0.00,88.07,0.83
0.1,False,128,True,2,False,letters_numbers_numbers2,10,0.01,32,10000,100.00,0.00,96.30,2.79
0.3,False,128,True,2,False,letters_numbers_numbers2,10,0.01,32,10000,100.00,0.00,94.29,1.60
0.5,False,128,True,2,False,letters_numbers_numbers2,10,0.01,32,10000,100.00,0.00,94.26,0.21
0.7,False,128,True,2,False,letters_numbers_numbers2,10,0.01,32,10000,100.00,0.00,92.86,0.37
0.85,False,128,True,2,False,letters_numbers_numbers2,10,0.01,32,10000,100.00,0.00,85.73,2.10
